,address,categories,city,country,latitude,longitude,name,postalCode,province,reviews.rating,reviews.text,reviews.title,reviews.username
13979,4875 N Harbor Dr,"Hotels & Motels,Family-Friendly Hotels,Tourist Hotels,Weekend Getaway Hotels,Luxury Hotels,Resorts,Travel,Beach Hotels,Budget Hotels,Lodging,Business Hotels,Conference & Convention Centers",San Diego,US,32.726385,-117.223519,Holiday Inn-bayside,92106,CA,,"Avoid this place if you want to sleep This place is horrible. Worn out all over the buildings. The room I got has this constant ventillation noise loud enough to keep me awake at 2 in the morning. If you want a good night's sleep, never book a room in this place.",,scicarus
13981,Po Box 737,"Hotels,Lodging,Resorts,Motels,Travel & Lodging",Avalon,US,33.3649,-118.3815,Pavilion Lodge,90704,Santa Catalina,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
13984,216 Eddy St,Hotels,San Francisco,US,37.784122,-122.41122,Ritz Hotel,94102,CA,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
13985,616 Highway 70,"Motels,Hotels",Ruidoso,US,33.312737,-105.63678,Arrowhead Motel and Rv Park,88345,Hollywood,5.0,"Thank you so much for getting us a room at the last minute on Saturday .It was quite and nice , Very friendly .. and My Husband was like wow we are using a key lol .. But really we will stay there again on our short stays ..",Very Nice,fordboyz99
13997,1003 Tahoe Boulevard (sr 28),Hotels,Incline Village,US,39.244493,-119.936437,Parkside Inn At Incline,89451,NV,3.0,Very convenient for Mt Rose and Diamond Peak - best value skiing in Tahoe,Good value for a basic clean room,PAUL
14077,2303 Main Street Us Rt 4,"Hotels,Lodging,Motels",Rangeley,US,44.965683,-70.64271,Saddleback Motor Inn,4970,Lang Twp,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
14078,Highway 89 91,"Resorts,Public Golf Courses,Hotels & Motels",Wellsville,US,41.616549,-111.932986,Sherwood Hills Resort,84339,Young Ward,,"Budget hotel offers standard amenities and low rates to road-weary travelers. In ShortSince 1946, this Phoenix, Ariz.-based hotel chain has provided guests with comfortable accommodations. Its BestRequests program offers 16 of the most frequently requested services and amenities, including complimentary in-room tea/coffeemakers, hair dryers, iron and ironing boards, free local calls less than 30 minutes and long-distance access. Complimentary toiletries, like toothpaste, razors and sewing kits, are also available upon request. Business travelers will enjoy the computer data ports in each room and photocopying services.",,Contributor
14079,11400 Common Oaks Dr,Hotels,Raleigh,US,35.95036,-78.54278,Holiday Inn Express Hotel and Suites Raleigh-wakefield,27614,NC,4.0,Was a good place for a nights rest. No noise or traffic.,Family trip to Raleigh,Kathleen
14164,40 Apollonos St,Hotels,Ramey,US,37.812115,23.774569,Arion,16671,PA,3.0,"Fantastisk onrde, drlig mat, extremt overpriset","Fantastisk onr��de, d��rlig mat, extremt overpriset",A Traveler
14207,Via Gb Vico 142,Hotels,Lake Elmo,US,43.956541,10.195617,Una Hotel Forte Dei Marmi,55042,MN,5.0,Great experience people super friendly very helpful!,Good family hotel.,zachary
14257,105 Manchester Ave,Hotels,Newton,US,38.043312,-97.320388,Days Inn Newton,67114,KS,,this hotel is disgusting. do not stay here! the showers don't drain and the bathrooms are dirty. nuff said.,,Meredith C.
14260,6030 S W 248th St,"Motels,Hotels,Lodging,Bed & Breakfast & Inns,Cabins & Chalets",Vashon,US,47.382908,-122.40764,A Swallow's Nest Motel,98070,Vashon Island,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,xxxxxxxxxxxxxx
14261,503 Spearfish Canyon Rd,"Motels,Lodging,Hotels",Spearfish,US,44.476166,-103.84841,Canyon Gate Motel,57783,SD,4.0,This motel is at the mouth of Spearfish Canyon. The caretaker is very helpful and if you have any problems she responds to them immediately. This is very affordable and the rooms are being up-dated. There is a restaurant right next door and the location is quiet. There is a walking path close by and a creek right behind the... More,Affordable and great location!!,Jen L
14272,45045 Sanborn Park Rd,"Resorts,Hotels & Motels,professional",Norwood,US,38.158896,-108.241334,Cascabel,81423,CO,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,xxxxxxxxxxxxxx
14273,2700 Green Oaks Rd,Hotels,Fort Worth,US,32.73509,-97.43459,Hampton Inn & Suites Fort Worth-west-i-30,76116,TX,4.0,This is the first time a have stayed at this Hampton Inn on I 30 in Fort Worth. The room accommodations were clean and comfortable. The breakfast had a variety of choices. This location is only minutes from any location downtown. I enjoyed my visit.,Science Convention,Wayne C
14376,311 2nd St,Hotels,Santa Cruz,US,36.965324,-122.021465,Fireside Inn Santa Cruz,95060,Paradise Park,1.0,Terrible! Old and dirty. Ugh had to sleep there because no vacancies. Not one good thing about it. The price was ridiculous. Bad!!!!!,Terrible,John
14447,222 Sansome St,Hotels,San Francisco,US,37.792336,-122.40091,Mandarin Oriental Hotel Group,94104,CA,3.0,"We recently spent the weekend at the SF Mandarin Oriental. While the view and room were very nice the room service, food, and overall experience was not on par with other 5 star locations like the Ritz Carlton or St. Regis. If there were a rating for room service food I would have to give it a 1 star. I've had better food at low end hotels. The front desk staff was cordial but cold. We actually had to dig at them to ... view moreget details on the package we purchased for our stay. If all you're looking for is view and quiet, this is your place. If however you want the total 5 star experience you're better off going to the Ritz Carlton in SF or Half Moon Bay.",Great view but not on par with the competition,sanfranscott
14448,120 S Ridge St,"Motels,Hotels,Lodging,Restaurants",Port Sanilac,US,43.429146,-82.54247,Bellaire Motel Lodge,48469,MI,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
14450,2121 P St N W,"Hotels,bar drinks,cakes desserts,food catering",Washington,US,,,"Palomar Washington Dc, A Kimpton Hotel",20037,DC,4.0,A fun modern location,Very Nice!!,Evora R
14454,19451 Gulf Blvd,Hotels,Indian Rocks Beach,US,27.850447,-82.844245,Bay Shores Yachttennisclub 514 2 Br Condo By Redawning,33785,Indian Rk Bch,5.0,"We come back to Bayshore Yacht Tennis club year after year. The beach is perfect, the pool is heated. There is a hot tub, grills and a beautiful view of the Inter-coastal from our large private balcony. The restaurants and activities are fantastic. We highly recommend this building and area.",Excellent Vacation Building and Area!,Melinda L
14465,George Washington Avenue 500,Hotels,New York,US,18.457572,-69.910046,Hilton Santo Domingo,10104,NY,5.0,Good hotel for business trips,Second time staying here,Luisa
14516,85 Ocean Rd,"Hotels,Hotels & Motels,Lodging,Bed & Breakfast & Inns,Motels",Narragansett,US,41.428084,-71.456495,Atlantic House,2882,Galilee,4.0,"We enjoyed our stay ,The location is perfect as everything is within walking distance.The hotel is very simple and that was perfect for us .Ice machine in the lobby was great for our day trip.Will go back for sure!!",The Atlantic house,lerner
14533,1101 Glenn St,"Cabins & Chalets,Travel and Tourism,Hotels,Lodging,Motels",Wall,US,43.98431,-102.23931,Frontier Cabins Motel,57790,SD,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
14534,211/1 Moo 4,Hotels,Eden,US,9.486392,100.065182,Samui Cliff View Resort & Spa,84310,UT,5.0,CHECK OUT,���������������NICE������������������,MANGO
14558,600 Tracy Trl,Hotels,Crystal Lake,US,42.228017,-88.297272,Country Inn & Suites By Carlson,60014,Lakewood,5.0,visiting family for Thanksgiving near by....perfect place to spend the night. When we arrived they were even serving Thanksgiving pie to their guests. Nice end to a a great day. Our country has so much to be thankful for.,Thanksgiving night,A Traveler
14611,103 Saint Robert Plaza Dr,Hotels & Motels,Saint Robert,US,37.82382,-92.149721,Hampton Inn-st Robert,65584,St Robert,,"Moderately priced hotel chain offers a clean, consistent stay and complimentary breakfast. In ShortPart of the Hilton hotel family, this chain caters to travelers by offering high-quality accommodations at mid-range rates. Amenities include complimentary in-room high-speed Internet access, coffeemakers, irons and portable lap desks. Coffee and tea are offered round-the-clock in the lobby, and a free breakfast buffet with items like muffins, eggs, sausage and fruit is served daily. Fax service is available at the front desk.",,Robyn Galbos
14612,500 W 120 S,Hotels,Coalville,US,40.91089,-111.40339,Best Western Holiday Hills,84017,Pine Cliff,4.0,All I needed while just spending a night passing through.,Solid without extras like fridge in room,A Traveler
14679,1510 Barbara Rd,"Corporate Housing,Bed & Breakfasts,Hotels & Motels",Redding,US,40.60182,-122.384637,Tiffany House Bed & Breakfast,96003,CA,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
14680,111 E Clark St,"Hotel & Motel Management,Hotels",Albert Lea,US,43.64975,-93.36861,Progress Management Co,56007,MN,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
14681,12920 Aldrich Ave S,Hotels,Burnsville,US,44.769267,-93.291074,Norwood Inn and Suites,55337,MN,4.0,I had a fantastic receptionist. When I walked in just was smiley and so nice. I accidentally booked the room for the 23rd instead of the 22nd. She went out of her way to make sure they could get me a too. At the price that I had booked it for on the 23rd. I was a very nice room for the price of it. I will go back again.,Receptionist,Carleen
14746,95 Route 17k,Hotels,Newburgh,US,41.505388,-74.073291,Howard Johnson Inn - Newburgh,12550-5009,NY,3.0,"The only thing wrong with the room was the smell, musty/moldy, like the room had been wet at one time.  Otherwise it was fine.",OK Room,
15462,2830 S Iowa Ave,"Reception Centers,Wedding Sites,Banquet Rooms,Family-Friendly Hotels,Budget Hotels,Hotels & Motels,Business Hotels,Lodging,Beach Hotels,Resorts,Weekend Getaway Hotels,Tourist Hotels",Colton,US,34.020339,-117.338229,Holiday Inn Express Colton-riverside North,92324,CA,4.0,I enjoyed their breakfast. Room service was excellent. Came by about two times to check if we needed anything which was great.,Happy,Xiomara
15548,12016 N Sutton Bay Rd,"Resorts,Hotels & Motels,Lodges In",Newman Lake,US,47.766588,-117.103404,Sutton Bay Resort,99025,WA,,"Great Memories, Great People! Sutton Bay is a Beautiful resort and we have found it to be extremely family friendly, clean and affordable. Management is always helpful and our experience has been that there is NO tolerance for underage drinking or out of control drinking of any kind for that matter. Managements goal is clearly to provide a fun, safe and clean atmosphere for families to spend the day, week or even summer camping, fishing, swimming or hiking. They (management) have devoted their life to this cause and this is clearly evident. We look forward to many more memories at Sutton Bay and it is our opinion that any negative postings came to be as a form of retaliation from a person or persons that either had trouble following the simple rules or were refused service for a valid reason, almost always for the protection or consideration of the other guests. Thanks Wayne and Linda for making us a part of the Sutton Bay family!!",,BFab5
15553,150 Cracker Barrel Dr,"Travel,Bed & Breakfasts,Extended Stay,Wine Country Hotels,Business Hotels,Lodging,Hotels,Family-Friendly Hotels,Hotels & Motels,Budget Hotels,Beach Hotels,Apartment Hotels,Weekend Getaway Hotels,Tourist Hotels,Boutique Hotels",Calhoun,US,34.47029,-84.91438,La Quinta Inn Calhoun,30701,GA,5.0,We were on our way back from a SC to trip to MI and we stayed at the La Quinta due to its convenience to the freeway and I secretly wanted to visit Cracker Barrel and I figured my excuse would be the fact that the hotel is located directly behind Cracker Barrel..my husband had no idea (but I googled... More,Enjoyed our Stay,rodriguezje
15639,1119 E Lakeshore Dr,"Hotels,Lodging,Motels",Manistique,US,45.952175,-86.22773,Colonial Motel,49854,MI,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
15640,5200 Fashion Square Blvd,Hotels,Saginaw,US,43.48418,-83.96907,Fairfield Inn Saginaw,48604,MI,4.0,Great hotel. Except the elevator didn't work some of the weekend.,Great,Svende
15724,877 N Route 100,"Hotels-Apartment,Corporate Lodging,Hotels,Lodging,Motels",Exton,US,40.362305,-75.62609,Extended Stay America Philadelphia - Exton,19341,PA,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,xxxxxxxxxxxxxx
15726,189 Swans Falls Rd,"Hotels,Lodging",Fryeburg,US,,,Saco River Recreational Council,4037,Stow,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,xxxxxxxxxxxxxx
15727,2179 E 5th St,"Travel & Transport,Hotel and Meeting Room,Hotels & Motels,Hotel",Metropolis,US,37.1605,-88.7034,Ihg,62960,Round Knob,,good rates for the tired traveler.,,Robert Hartfiel
15737,1201 S Highway 27,"Hotels & Motels,Hotel",Somerset,US,37.076744,-84.618904,Red Roof Inn Somerset,42501-3526,KY,,"I travel out of town for work on a weekly basis and have stayed in plenty of hotels. This is ABSOLUTELY the worst one I have ever stayed at. Found a roach carrying an egg on one of the beds, and ANOTHER one in the shower carrying an egg as well. Came in from work and the beds were not...Allow me to apologize on behalf of our hotel for failing to meet your expectations regarding your recent visit. I have shared your feedback with Housekeeping to ensure we handle these types of situations differently in the future and can assure you that I have taking care of all the issues you had. Again, thank you for your time and...",Worst hotel EVER!,ebaker061
15747,82240 Fish Hatchery Ln,"Resorts,Lodging,Hotels,Motels",Enterprise,US,45.417587,-117.2996,Wallowa Lake Vacation Rentals,97828,OR,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,xxxxxxxxxxxxxx
15748,Via Villa Rosato 20 22,Hotels,Palermo,US,38.160424,13.331846,Hotel Casena Dei Colli,90146,PA,4.0,"We hugely enjoyed this holiday. We had not been to Sicily before and this was an excellent base for exploring several parts of the island - including some beautiful sites, all the more so for being decked in spring flowers. The Greek temples at Selinunte and Segesta were especially impressive as were the Roman mosaics at Piazza Armerina, although it was almost 3 hours drive over the mountains in the centre of the island to the latter. We also very much enjoyed the food - the seafood was excellent (even if ultimately disappointing in Porticello, where much is landed from the boats). There are several good restaurants near the hotel including La Brasiera and (more expensively) La Caseta de la Nonna. In short, we can't wait to return to Sicily and visit some other areas. The hotel very much suited our needs, and as part of a package deal (with flights and hire car) was very good value. Driving around Palermo is quite challenging and we advise full insurance cover as it is rare to see a car without scratches down the side. Top tip: make sure you have a map to the hotel from the airport or a sat nav as without this (as we discovered in a torrential rain storm) it is very hard to find your way around the outskirts of Palermo with its many one-way streets. The hotel has secure parking (at an extra cost) and rooms have air conditioning or heating. Careful if you leave your windows open as there are Mosquitos (in the spring at least).",Comfortable hotel on outskirts of Palermo,A Traveler
15812,3835 State Route 414,"Cabins & Chalets,Hotels,Lodging,Resorts",Burdett,US,42.41823,-76.86674,Chalet Leon At Hector Falls,14818,NY,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,xxxxxxxxxxxxxx
15813,1453 Mack Smith Rd,"Hotel,Hotels",Chattanooga,US,34.991222,-85.20835,Fairfield Inn Suites Chattanooga South/east Ridge,37412,TN,4.0,My wife and I were returning to Indiana from The Savannah area and needed to stop for the night. We usually stay at Marriott properties so we hopped on the website and found this Fairfield Inn. We chose it based on price and location. The hotel is just off I-24 right before getting into Chattanoga from the south. It was... More,This worked perfectly for a quick stopover,Amos C
15845,81 Scranton Carbondale Hwy,"Motels,Hotels,Halls Auditoriums & Ballrooms,,Meeting & Event Planning Services",Archbald,US,41.494293,-75.591644,Midvalley Motel,18403,PA,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
15846,5460 N River Rd,"Bars & Clubs,Restaurants,Hotels & Motels,Grill Restaurants",Des Plaines,US,,,Ubaa Old Crawford Inn,60018,IL,4.0,"The Ubaa in Skokie is a great place to go either for a drink and dinner after work, or with the kids for dinner. It is divided into two separate sides one is the U shaped bar (smoking allowed) and the other is a homey restaurant in which you can not tell that someone is smoking anywhere nearby. My regular order here is a Blue Moon beer and the spicy chicken sandwich, ordered SPICY, never medium. They have friendly service, a nice atmosphere to relax, and good food. The fried mushrooms are great and come with their special sauce, and their fries are round slices off an actual potato which are crisp outside and fluffy potato goodness inside. This is a great local pub style place that has been around forever and will hopefully stay.",Great local old school pub that welcomes new school people,Tracy M.
15847,4001 W Broadway,"Travel and Tourism,Wedding Guests,Hotels,Wedding Guest Accommodations,Hotel,Resorts,Motels,Hotels and Lodging",Sedalia,US,38.71274,-93.279755,Holiday Inn Express Hotel Suites Sedalia,65301,Georgetown,4.0,"I was a little worried about the trip to Sedalia, assuming it was going to be a tiny little town in the middle of nowhere with hotels to match, but this was a very nice Holiday Inn Express. It felt fairly new, had nice rooms, a fitness center and pool, and the standard HIE breakfast with those wonderful cinnamon rolls.... More",Just what you'd expect from a HIE,Dan K
15857,6377 Court Street Rd,"Hotels And Motels,Hotel",East Syracuse,US,43.09081892,-76.07916895,Hampton Inn & Suites Syracuse/carrier Circle,13057,NY,5.0,This was a one night stop for my family after a wedding nearby. The room was spacious and clean. The pool was great for our 3 kids and we all slept very comfortably. The staff was very courteous and helpful. Highly recommended.,Beautiful New Building,Jennifer C
15878,3550 Gateway St,Hotels,Springfield,US,44.08588,-123.04228,Quality Inn and Suites Eugene-springfield,97477,Spfld,5.0,"Good location, quiet, comfortable, friendly staff and a really nice breakfast.",Nice quiet place,Robert
15935,4090 Stansell Ct,"Hotels,Lodging,Hotel",Memphis,US,35.03692,-89.7989,Four Points By Sheraton Memphis Southwind,38125,Mphs,5.0,"Stayed here two nights for the KState bowl game. It's a newer hotel in a suburb of Memphis. The pool was a nice treat and was warmer than most hotel pools that are indoors. The room was of decent size and offered a couch in the room. The hotel bar was a little small, but didn't utilize it. The drive... More",Decent stay,K-State_Travler
15951,2120 Claude Bailey Pkwy,"Travel & Transport,Hotels & Motels",Princeton,US,41.368016,-89.456966,Americinn Lodge Suites Princeton,61356,IL,5.0,"We only live 40 miles from Princeton, but we stayed here for NYE 2016. What a fun time! The hotel is done in an outdoorsy, woodlands theme, and the lobby is very beautiful. The staff greeted us like we were family, and attended to all of our needs, as we were meeting friends there to celebrate the New Year. Since... More",New Year's Eve Success!!,foodcop88
15998,1312 Beaverton Valley Rd,"Hotels & Motels,B&bs / Inns",Friday Harbor,US,48.540152,-123.038539,Juniper Lane Guest House,98250,WA,5.0,"My friends and I reserved the cabin, which is a stand alone unit with 2 bedrooms and 1 bath. The bedrooms are small (full/queen beds) but very comfortable. Bathroom is also small but it is well equipped with towels and drawers. Kitchen has an extended counter top that is used as dining bar (4 stools). The only complaint I have... More",Get the cabin!,Minkyoung R
16009,517 S 1st St,"Travel & Leisure,Hotels,Hotel,Burwell,Burwell Hotels and Motels,Hotels and Motels",Burwell,US,41.781994,-99.12564,Bosselmans Pump Pantry Motel,68823-5265,NE,2.0,"Compared to Ogallala, I would choose Ogallala. Check in was not a problem. We were staying two nights. Our room had a refrigerator and a microwave. A free cup of coffee is available in the store. The first night our comforter must not have been changed because it had food or something else on it. We folded over the comforter... More",Compared To OGALLALA,shubie710
16011,2900 S Casino Dr,Hotels,Laughlin,US,35.144281,-114.577492,Harrah's Laughlin Hotel and Casino,89029,NV,1.0,Bad service and bad customer service will never stay their again,,EDGAR
16119,1020 S E Blue Pkwy,Hotels,Lees Summit,US,38.90314,-94.3571,Americas Best Value Inn and Suites,64063,Lk Lotawana,1.0,"We stayed two nights...busy weekend in KC...I left a list of things I wanted addressed while we were out the first day..none was addressed...there were papers behind the dresser..cobwebs in the bathroom..dirty recliner...bedspread dirty...phone was filthy..towels were too thin..and to top it off, the last night a huge black bug crawled on the floor in the bathroom...I gave it to the clerk...breakfast was sparse...do not recommend this privately owned place...it is a disgrace...",Terrible,Mary
16171,4200 Augusta Rd,"Motels,Hotels,Lodging,Bed & Breakfast & Inns",Savannah,US,32.10299,-81.1486,Masters Inn,31408,GA,1.0,"Stayed here the July 4th weekend (7/3/09 - 7/5/09). This hotel was horrible starting with the intial check person to the lady working the front desk on our first night RUDE RUDE and RUDE. The room was filthy. The microwave and mini refrig need to be scrubbed or updated. The were smushed bugs on the wall next to the bed and next to the mirror over the sink. The box springs of the beds were filthy and the hole for the air conditioning unit was too big. But, worse of all the were ci...view moregarette buds on the floor next to the bed. There isn't any 24 hour maintenance nor are you able to get clean towels once the cleaning crew has left for the day. Of all the hotels I have stayed in the was the worst. Pay a few extra bucks and stay somewhere better.view less",REALLY!!!!!!!!!!!!,traveltime
16173,Campo Barozzi,Hotels,Cave Spring,US,45.431943,12.33551,The Westin Europa and Regina,30124,GA,4.0,"The location of this hotel is amazing, and the staff is very friendly, they allowed us an early check in and gave us a free room upgrade without even asking for one. They also held our luggage on the check out day until later that afternoon.","Great Location, Amazing Staff",Rabih
16228,5791 I 49 Service Rd S,"Hotel,Hotels",Opelousas,US,30.515139,-92.071014,Super 8 Opelousas,70570,LA,5.0,Very great staff nice clean rooms very exceptional stay enjoyed our two nights there. Staff made us coffee whenever we wanted. They worked with us in our prices. Bed was extremely comfortable. Room was clean staff was friendly.,Great stay,Britni M
16234,102 Avenue Victor Hugo,Hotels,Irving,US,48.868568,2.282725,Melia Paris Champs-elys��es,75016,TX,4.0,,,A Traveler
16288,Viale 2 Giugno 1,Hotels,Washington,US,45.54057,8.81226,Sci�� On Martin,20010,DC,4.0,,,Ari
16294,5225 Edison Lakes Pkwy,Hotels,Mishawaka,US,41.70449,-86.18567,Springhill Suites By Marriott South Bend/mishawaka,46545,IN,,At worlds end !,,Salomon Z
16300,580 Valley Mall Pkwy,"Hotels,Lodging,Motels,Restaurants,Bed & Breakfast & Inns",East Wenatchee,US,47.412354,-120.29131,Inn At The River,98802,WA,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
16301,131 E Mccullough Dr,Hotels,Charlotte,US,35.30077,-80.7538,Country Inn and Suites By Carlson Charlotte University Place,28262,NC,4.0,"Staff was great! Breakfast was plentiful. I didn't like the smokers smoking close to the entrance. Plus the bathroom was older. I mean, I give it 4 stars. Am I being too demanding",Good Stay,Robert
16428,75 Pond Rd,"Luxury Hotels,Hotels,Family-Friendly Hotels,Budget Hotels,Hotels & Motels,Business Hotels,Beach Hotels,Lodging,Resorts,Weekend Getaway Hotels,Tourist Hotels",Eagle,US,39.659771,-106.830495,Holiday Inn Express Eagle,81631,CO,,"For more than 50 years, this hotel's familiar green sign has signaled budget-friendly lodging for families and business travelers. In ShortSince its 1952 debut in Memphis, Tenn., Holiday Inn has become one of the most recognized hotel brands in the world. Kids rule here: Children age 19 and younger stay for free when sharing a parent's room and as many as four children per family (age 12 or younger) eat for free at hotel restaurants. Other amenities include 24-hour business services, an in-room coffeemaker, iron, hair dryer, room service, a swimming pool and a fitness center.",,Robyn Galbos
16432,6323 Greenbelt Rd,"Hotels,Restaurants",College Park,US,38.996452,-76.903755,Sir Walter Raleigh Inns of Greenbelt,20740,Berwyn,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
16433,15902 S Western Ave,Hotels,Gardena,US,33.886224,-118.309143,Gardena Terrace Inn,90247,CA,5.0,I love it the managers are kind and sweet the rooms are clean and cozy besides the upstairs loud stomping from the room above i give it a 10 overall i recommend this hotel for everyone make sure to book in advance because boy oh boy they most likely get booked up one of the best hotels around classy,Beautiful enjoyment,vanessalangston
16564,15321 Vantage Pkwy E,Hotels,Houston,US,29.940256,-95.362277,Quality Suites Intercontinental Airport West,77032,TX,5.0,Stayed for one night. Room was really big! Requested king bed and it was true to its size. Bed was comfortable. Definitely had a good night sleep. Shower head worked great plenty of water spray. Dining area was adequate for breakfast plenty of food to choose from esp had a waffle maker. Location was right great since it was right off the highway and within minutes from the airport. I truly enjoyed my stay here as a single young female felt safe during my stay. So i do recommend this hotel.,Great size room!,Jackeline
16633,3582 White Mountain Hwy,"Hotels & Motels,Motels,Lodging",North Conway,US,44.074067,-71.141015,1785 Inn,3860,N Conway,4.0,"How many ways can one say that one of the best restaurants in the Mt. Washington Valley, NH has closed for Good Still a BB, but they've stopped serving the public. Very Sad. Hopefully, they'll reconsider after a brief respite.",Very Sad to Say... Restaurant Closed. Apparently for good.,KVM101
16649,5317 Pratt Rd,Hotels,Knoxville,US,36.014181,-83.969034,Best Western Knoxville Suites,37912,TN,3.0,Love the breakfast. Decor feels old and poor sound proof. I can easily hear people next door chatting and laughing.,,yvonne
16727,Jl Werkudara St,Hotels,Arvada,US,-8.700062,115.164407,The Jayakarta Bali,80001,CO,3.0,"A great hotel position close to everything .pool areas are great, Breakfast average . Rooms in big need of an upgrade,stale smell. Old bedding pillows etc You pay for what you get .if you are spending minimum time in your room and want to be close to everything its Ideal",Great 3 star hotel,Cherie
16783,21 Holiday Blvd,"Corporate Lodging,Hotel and Meeting Room,Hotels,Lodging,Hotel",Mercer,US,41.143414,-80.16579,Holiday Inn Express Grove City (outlet Center),16137,PA,5.0,You know that all of the Holiday Inns and Holiday Inn Expresses are all different. They each have their own personality and their little quirks good and bad. Well this Holiday Inn Express is what I think a Holiday Inn Express should be. There is a bountiful complimentary breakfast each morning and they don't expect you to eat in a... More,This is a wonderful Holiday Inn Express!,Tina R
16825,190 El Camino Real,Hotels,San Bruno,US,37.617582,-122.408516,Hotel Aura Sfo,94066,CA,5.0,We just need a place to crash before heading out to Yosemite. It was very nice and amazingly quiet.,I will stay again,Elizabeth
16923,906 Maple Hill Rd,Hotels,Bloomington,US,40.487383,-89.035188,Hampton Inn Bloomington West,61704,Covell,4.0,Nice stay. Room had plenty of space. Nice to be able to book for 6 people.,,A Traveler
16973,1425 S Fifth St,"Family-Friendly Hotels,Budget Hotels,RV Parks,Hotels & Motels,Business Hotels",Saint Charles,US,38.770776,-90.494614,Quality Inn & Suites Historic St. Charles,63301,Kampville,,"Comfortable inexpensive hotel caters to vacationing families with basic amenities. In ShortIdeal for traveling families, children 18 and under stay free with their parents and in-room entertainment includes 24-inch TVs and Nintendo. Standard guest rooms and suite offer other amenities including pillow-top mattresses, microwaves, large desks with ergonomic chairs, Internet access and complimentary local phone calls as well as a pool and fitness center. A 24-hour staffed front desk also makes it easy for a quick check-in and check-out.",,Contributor
16974,250 Pacific St,Hotels,Morro Bay,US,35.364612,-120.851159,Best Western Plus San Marcos Inn,93442,CA,4.0,"Nice hotel with pretty great perks, close to the beach. The staff was really accommodating and the room was very clean. Just needs to be modernized a but, which I believe they're doing.",,A Traveler
17095,1100 N Broadway,"Motels,Lodging,Hotels",Santa Maria,US,34.94034,-120.43602,Budget Inn-santa Maria,93454,Sisquoc,1.0,,,YPMobile User
17096,221 Shultz Rd,"Hotel,Hotels & Motels",Lancaster,US,39.98925,-76.29837,Equestrian Estates Horse Farm Bed and Breakfast,17603,Manor Ridge,2.0,"The location of this B and B was in a very quiet place, however the place was filled from top to bottom with things, reminded me of the TV show about hoarders. The cleaning staff really needs to pay attention to the dust in the rooms, our canopy had about 1/4 inch of dust on the top. The shower was... More",Would not go back,Stephen B
17109,400 E International Speedway Blvd,Hotels,Deland,US,29.054737,-81.297208,Comfort Inn Deland - Near University,32724,FL,5.0,Needed a hotel for a 1 night stay in Deland and this place was excellent. Very clean and comfortable. Friendly front-desk staff.,Very clean and comfortable place to stay in Deland,Denise
17169,12678 Garrett Hwy,"Hotels,Hotel,Lodging,Bed & Breakfast & Inns,Motels,Hotels and Motels",Oakland,US,39.420506,-79.399055,Boardroom Motel,21550,Hutton,2.0,"I was with my team traveling for a soccer tornument in west virginia. When I got to the motel it looked sketchy from first sight. The first night I stayed everything was fine, although my teamate a few rooms down said he had stains on his bed sheets. The next day I got new towels, and only one large towell... More",Disgusting,Stud1122
17181,927 Monroe St,"Hotels,Restaurants,Lodging,Motels,Amusement Places & Arcades",Carleton,US,42.05927,-83.39095,Carleton Hotel,48117,MI,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
17182,N535 State Highway 57,"Motels,Hotels,Lodging",Random Lake,US,43.55906,-87.94045,Wisconsin-aire Motel,53075,WI,5.0,"The reviews I read on another site were positive, the price was very low for the area, so I gambled and booked it. Not only was this a very nice stay, the experience was very positive. I arrived late my first night and the owner was waiting for me. He showed me to my room after a simple check-in process.... More","A hidden jewel, very nice!",Gary M
